data_type,id,title,subtitle,storyImage,storyDesc,boardImage,boardbgm,team,type,moveType,imgUrl,hit,dodge,bgmtype,weapon_colour,crosshairType,position_row,position_col,condition_type,description,event_type,condition_turn,condition_team,condition_pieceId,condition_row,condition_col,action_type,action_pieceId,aim_row,aim_col,action_targetPieceId,action_findBestPosition,action_special,action_title,action_description,action_buttonText,action_character,action_text,action_from_row,action_from_col,action_to_row,action_to_col,action_position_row,action_position_col,once
level_info,2,第二話,突擊！托爾吉斯Ⅲ！,https://i.imgur.com/ebgBZ2I.png,英雄們與沙撒比的部隊交戰，雙方陷入膠著狀態。飛翼零式改的加入，憑藉其強大的火力和機動性，壓制了宇宙聯合軍的先頭部隊，讓英雄們幾乎取得壓倒性的優勢。然而，就在此時，宇宙聯合軍的王牌托爾吉斯Ⅲ突然出現在戰場上。他的出現不僅讓沙撒比軍重整旗鼓，還一舉扭轉了戰局。托爾吉斯Ⅲ的強大性能與特列斯的冷靜指揮，令雙方陷入長時間的拉鋸戰...,https://i.imgur.com/Bz9qsiH.jpeg,https://cdn.jsdelivr.net/gh/jasonpang1030/srw.github.io@main/SRWCBGM_Map01.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,fa_gundam,,,,,,,blue,FA高達,rook,https://i.imgur.com/SAf7S6T.pngWingzero,3,3,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,taurus_1,,,,,,,red,陶拉斯(白) 1,rook,https://i.imgur.com/qu87zFc.png,3,3,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,taurus_2,,,,,,,red,陶拉斯(白) 2,rook,https://i.imgur.com/qu87zFc.png,3,3,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,tallgeese_Ⅲ,,,,,,,red,多魯基斯Ⅲ,knight,https://i.imgur.com/lFD5YbZ.png,3,5,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,taurus_black_4,,,,,,,red,陶拉斯(黑) 4,pawn,https://i.imgur.com/ShVBRTz.png,2,3,Wingzero,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,taurus_black_2,,,,,,,red,陶拉斯(黑) 2,pawn,https://i.imgur.com/ShVBRTz.png,2,3,Wingzero,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,taurus_black_3,,,,,,,red,陶拉斯(黑) 3,pawn,https://i.imgur.com/ShVBRTz.png,2,3,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,taurus_black_1,,,,,,,red,陶拉斯(黑) 1,pawn,https://i.imgur.com/ShVBRTz.png,2,3,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,guncannon_4,,,,,,,blue,雷射大炮 4,pawn,https://i.imgur.com/r7Nycth.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,guncannon_3,,,,,,,blue,雷射大炮 3,pawn,https://i.imgur.com/r7Nycth.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,guncannon_2,,,,,,,blue,雷射大炮 2,pawn,https://i.imgur.com/r7Nycth.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,guncannon_1,,,,,,,blue,雷射大炮 1,pawn,https://i.imgur.com/r7Nycth.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,g_sky_1,,,,,,,blue,G-SKY 1,pawn,https://i.imgur.com/T5zshZu.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,g_sky_2,,,,,,,blue,G-SKY 2,pawn,https://i.imgur.com/T5zshZu.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,g_sky_3,,,,,,,blue,G-SKY 3,pawn,https://i.imgur.com/T5zshZu.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,g_sky_4,,,,,,,blue,G-SKY 4,pawn,https://i.imgur.com/T5zshZu.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gundam,,,,,,,blue,高達,rook,https://i.imgur.com/ma9ZzPs.png,2,3,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gp01_gundam,,,,,,,blue,高達GP01-Fb,rook,https://i.imgur.com/rX541xg.png,3,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gundam_mk_ii,,,,,,,blue,高達Mk-II,knight,https://i.imgur.com/i3ntMDy.png,3,3,Gundam,#FF1493,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zeta_gundam,,,,,,,blue,Z高達,bishop,https://i.imgur.com/onLceHg.png,3,4,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zz_gundam,,,,,,,blue,ZZ高達,bishop,https://i.imgur.com/gvTnCUg.png,4,3,Gundam,#FF1493,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,ra_cailum,,,,,,,blue,勞·卡拉姆號,king,https://i.imgur.com/Sjfaxe6.png,5,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,nu_gundam,,,,,,,blue,Nu高達,queen,https://i.imgur.com/uUhvX3b.png,4,4,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,wing_zero_gundam,,,,,,,blue,飛翼零式高達,knight,https://i.imgur.com/C0LV56B.png,5,3,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zaku_ii_1,,,,,,,red,扎古II 1,pawn,https://i.imgur.com/lMflnaQ.png,2,2,Gundam,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zaku_ii_2,,,,,,,red,扎古II 2,pawn,https://i.imgur.com/lMflnaQ.png,2,2,Gundam,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zaku_ii_3,,,,,,,red,扎古II 3,pawn,https://i.imgur.com/lMflnaQ.png,2,2,Gundam,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zaku_ii_4,,,,,,,red,扎古II 4,pawn,https://i.imgur.com/lMflnaQ.png,2,2,Gundam,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
