data_type,id,title,subtitle,storyImage,storyDesc,boardImage,boardbgm,team,type,moveType,imgUrl,hit,dodge,bgmtype,weapon_colour,crosshairType,position_row,position_col,condition_type,description,event_type,condition_turn,condition_team,condition_pieceId,condition_row,condition_col,action_type,action_pieceId,aim_row,aim_col,action_targetPieceId,action_findBestPosition,action_special,action_title,action_description,action_buttonText,action_character,action_text,action_from_row,action_from_col,action_to_row,action_to_col,action_position_row,action_position_col,once
level_info,8,最終話,「神」的存在,./images/cover/cover08.png,經歷連番激戰，英雄們終於成功擊倒了超級基爾基爾鋼與闘神·諾亞。然而此刻，一道強大的激光炮突然從藍色星球軌道上的衛星射向英雄們！危急關頭，塞巴斯塔、Nu高達和飛翼零式改聯手，施展絕技合力擋下了攻擊。藉此機會，英雄們終於確定了真正敵人的所在位置。他們迅速前往衛星，在那裏遇見了一名未曾見過的神秘敵人。正當眾人準備詢問真相時，對方主動開口：「我是『奪權者』——即你們口中的『神』，來自無限接近又無限遙遠的平行世界。我們穿梭於各個世界之間，不斷掠奪資源壯大自己。喜歡我從其他平行世界帶來的基爾基爾鋼、闘神·諾亞、皮克多倫與魔鬼高達嗎？不過，現在你們已沒有選擇的餘地了，就在這裡成為宇宙的塵埃吧！」,./images/map/map08.png,./audio/SRWCBGM_Map03.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,Zweizargain_reborn_3,,,,,,,red,奪權者 復活3,queen,./images/unit/Zweizargain.png,5,5,,#E6E8FA,Trapezoid_Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,Zweizargain_reborn_2,,,,,,,red,奪權者 復活2,queen,./images/unit/Zweizargain.png,5,5,,#E6E8FA,Trapezoid_Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,Zweizargain_reborn_1,,,,,,,red,奪權者 復活1,queen,./images/unit/Zweizargain.png,5,5,,#E6E8FA,Trapezoid_Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,pigdoron_reborn_1,,,,,,,red,皮克多倫 復活1,knight,./images/unit/pigdoron.png,4,4,,#FFD700,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,devil_gundam_iii_reborn_1,,,,,,,red,魔鬼高達 第三型態 復活1,bishop,./images/unit/devil_gundam_iii.png,5,4,,#FFD700,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,great_master_gundam_reborn_1,,,,,,,red,大盟主高達 復活1,knight,./images/unit/great_master_gundam.png,4,5,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_IV_reborn_1,,,,,,,red,超級基爾基爾鋼 復活1,bishop,./images/unit/gilgilgun_IV.png,5,5,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_II_4,,,,,,,red,基爾基爾鋼II 4,pawn,./images/unit/gilgilgun_II.png,4,3,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_II_3,,,,,,,red,基爾基爾鋼II 3,pawn,./images/unit/gilgilgun_II.png,4,3,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_II_2,,,,,,,red,基爾基爾鋼II 2,pawn,./images/unit/gilgilgun_II.png,4,3,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_II_1,,,,,,,red,基爾基爾鋼II 1,pawn,./images/unit/gilgilgun_II.png,4,3,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_III_2,,,,,,,red,基爾基爾鋼III 2,rook,./images/unit/gilgilgun_III.png,4,4,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_III_1,,,,,,,red,基爾基爾鋼III 1,rook,./images/unit/gilgilgun_III.png,4,4,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,great_master_gundam,,,,,,,red,大盟主高達,knight,./images/unit/great_master_gundam.png,4,5,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,pigdoron,,,,,,,red,皮克多倫,knight,./images/unit/pigdoron.png,4,4,,#FFD700,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,devil_gundam_iii,,,,,,,red,魔鬼高達 第三型態,bishop,./images/unit/devil_gundam_iii.png,5,4,,#FFD700,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gilgilgun_IV,,,,,,,red,超級基爾基爾鋼,bishop,./images/unit/gilgilgun_IV.png,5,5,,#BF40BF,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
